offset,file,text_en,byte_budget
scena/mp2000.dat:0x4b1bd,scena/mp2000.dat,I get to spend time with friends!,34
scena/mp2000.dat:0x4b1df,scena/mp2000.dat,I'm really looking forward to it.,34
scena/mp2000.dat:0x4b210,scena/mp2000.dat,Momma? What's wrong?,21
scena/mp2000.dat:0x4b234,scena/mp2000.dat,My mom's been staring at those posters for a while.,52
scena/mp2000.dat:0x4b277,scena/mp2000.dat,the posters are cool or anything...,36
scena/mp2000.dat:0x4b29b,scena/mp2000.dat,But I don't think the people in,32
scena/mp2000.dat:0x4b2ca,scena/mp2000.dat,"Hey, Mom?",10
scena/mp2000.dat:0x4b2e3,scena/mp2000.dat,What is that big thing floating in the sky?,44
scena/mp2000.dat:0x4b31e,scena/mp2000.dat,Is that some new kind of airship?,34
scena/mp2000.dat:0x4b34f,scena/mp2000.dat,"Hey, Mom?",10
scena/mp2000.dat:0x4b368,scena/mp2000.dat,What is that big thing floating in the sky?,44
scena/mp2000.dat:0x4b3a3,scena/mp2000.dat,floating high in the sky?,26
scena/mp2000.dat:0x4b3bd,scena/mp2000.dat,What is that giant thing,25
scena/mp2000.dat:0x4b3e5,scena/mp2000.dat,Why won't anyone tell me what it is?,37
scena/mp2000.dat:0x4b419,scena/mp2000.dat,Sunday School next time.,25
scena/mp2000.dat:0x4b432,scena/mp2000.dat,Hmm. I guess I'll bring it up during,37
scena/mp2000.dat:0x4b466,scena/mp2000.dat,big thing floating in the sky is?,34
scena/mp2000.dat:0x4b488,scena/mp2000.dat,Why can't anyone tell me what that,35
scena/mp2000.dat:0x4b4ba,scena/mp2000.dat,Sunday School next time.,25
scena/mp2000.dat:0x4b4d3,scena/mp2000.dat,Hmm. I guess I'll bring it up during,37
scena/mp2000.dat:0x4b507,scena/mp2000.dat,season really gets on my nerves.,33
scena/mp2000.dat:0x4b528,scena/mp2000.dat,"Man, the non-stop campaigning during election",46
scena/mp2000.dat:0x4b565,scena/mp2000.dat,but to just endure it for now.,31
scena/mp2000.dat:0x4b584,scena/mp2000.dat,Ugh. I guess I have no choice,30
scena/mp2000.dat:0x4b5b1,scena/mp2000.dat,Hmm. Who should I vote for...?,31
scena/mp2000.dat:0x4b5df,scena/mp2000.dat,something that would draw me in.,33
scena/mp2000.dat:0x4b600,scena/mp2000.dat,Neither candidate has that special,35
scena/mp2000.dat:0x4b632,scena/mp2000.dat,"Portos is younger, and a good man, but...",42
scena/mp2000.dat:0x4b66b,scena/mp2000.dat,based solely on that.,22
scena/mp2000.dat:0x4b681,scena/mp2000.dat,I shouldn't vote for someone,29
scena/mp2000.dat:0x4b6ad,scena/mp2000.dat,going on at the bridge.,24
scena/mp2000.dat:0x4b6c5,scena/mp2000.dat,Huh. Seems there's an argument,31
scena/mp2000.dat:0x4b6f3,scena/mp2000.dat,a full-blown fight.,20
scena/mp2000.dat:0x4b707,scena/mp2000.dat,"At this rate, it might turn into",33
scena/mp2000.dat:0x4b745,scena/mp2000.dat,They were really on the verge of a brawl...,44
scena/mp2000.dat:0x4b780,scena/mp2000.dat,went and cooled their heads.,29
scena/mp2000.dat:0x4b79d,scena/mp2000.dat,I'd really like it if both sides,33
scena/mp2000.dat:0x4b7db,scena/mp2000.dat,They were really on the verge of a brawl...,44
scena/mp2000.dat:0x4b816,scena/mp2000.dat,"character, after all.",22
scena/mp2000.dat:0x4b82c,scena/mp2000.dat,The most important thing is someone's,38
scena/mp2000.dat:0x4b861,scena/mp2000.dat,which candidate I vote for.,28
scena/mp2000.dat:0x4b87d,scena/mp2000.dat,I've decided that will help decide,35
scena/mp2000.dat:0x4b8af,scena/mp2000.dat,"character, after all.",22
scena/mp2000.dat:0x4b8c5,scena/mp2000.dat,The most important thing is someone's,38
scena/mp2000.dat:0x4b8fa,scena/mp2000.dat,better person based on posters alone.,38
scena/mp2000.dat:0x4b920,scena/mp2000.dat,"Though, it's hard to tell who is the",37
scena/mp2000.dat:0x4b954,scena/mp2000.dat,difficult to get to the South Block.,37
scena/mp2000.dat:0x4b979,scena/mp2000.dat,"With the bridge not moving, it's really",40
scena/mp2000.dat:0x4b9b0,scena/mp2000.dat,"all of this, anyway...?",24
scena/mp2000.dat:0x4b9c8,scena/mp2000.dat,Just what is Mayor Norman doing about,38
scena/mp2000.dat:0x4b9fd,scena/mp2000.dat,to just set up a ferry.,24
scena/mp2000.dat:0x4ba15,scena/mp2000.dat,I hope he doesn't think it's enough,36
scena/mp2000.dat:0x4ba48,scena/mp2000.dat,difficult to get to the South Block.,37
scena/mp2000.dat:0x4ba6d,scena/mp2000.dat,"With the bridge not moving, it's really",40
scena/mp2000.dat:0x4baa4,scena/mp2000.dat,"all of this, anyway...?",24
scena/mp2000.dat:0x4babc,scena/mp2000.dat,Just what is Mayor Norman doing about,38
scena/mp2000.dat:0x4baf1,scena/mp2000.dat,rushed off somewhere just now.,31
scena/mp2000.dat:0x4bb10,scena/mp2000.dat,Several people from the Bracer Guild,37
scena/mp2000.dat:0x4bb44,scena/mp2000.dat,There might have been some new incident...,43
scena/mp2000.dat:0x4bb7e,scena/mp2000.dat,we can rely on the most.,25
scena/mp2000.dat:0x4bb97,scena/mp2000.dat,"At times like this, it's the bracers that",42
scena/mp2000.dat:0x4bbd0,scena/mp2000.dat,we can rely on the most.,25
scena/mp2000.dat:0x4bbe9,scena/mp2000.dat,"At times like this, it's the bracers that",42
scena/mp2000.dat:0x4bc22,scena/mp2000.dat,everywhere. That makes a difference.,37
scena/mp2000.dat:0x4bc47,scena/mp2000.dat,"Unlike the Royal Army, they have branches",42
scena/mp2000.dat:0x4bc80,scena/mp2000.dat,support the tourism industry!,30
scena/mp2000.dat:0x4bc9e,scena/mp2000.dat,Mayoral candidate Norman promises to,37
scena/mp2000.dat:0x4bcd2,scena/mp2000.dat,Vote for Norman!,17
scena/mp2000.dat:0x4bcf2,scena/mp2000.dat,tourism industry! Vote for Norman!,35
scena/mp2000.dat:0x4bd15,scena/mp2000.dat,Norman is the chief supporter of Ruan's,40
scena/mp2000.dat:0x4bd4c,scena/mp2000.dat,I've taken a break to support Norman.,38
scena/mp2000.dat:0x4bd72,scena/mp2000.dat,"I work as a tourist guide normally, but",40
scena/mp2000.dat:0x4bda9,scena/mp2000.dat,customers in the middle of an election anyway.,47
scena/mp2000.dat:0x4bdd8,scena/mp2000.dat,It's not like I'm gonna have many,34
scena/mp2000.dat:0x4be09,scena/mp2000.dat,at the top of my lungs!,24
scena/mp2000.dat:0x4be21,scena/mp2000.dat,I'll get back to shouting my support for Norman,48
scena/mp2000.dat:0x4be51,scena/mp2000.dat,"Okay. I'm gonna take a bit of a break, and then",48
scena/mp2000.dat:0x4be90,scena/mp2000.dat,again and hand out flyers for Norman!,38
scena/mp2000.dat:0x4beb6,scena/mp2000.dat,"I'm gonna take a break, then get my voice going",48
scena/mp2000.dat:0x4bef5,scena/mp2000.dat,the mayoral election.,22
scena/mp2000.dat:0x4bf0b,scena/mp2000.dat,I have to make sure that Norman wins,37
scena/mp2000.dat:0x4bf3f,scena/mp2000.dat,"Man, things were really tense back there!",42
scena/mp2000.dat:0x4bf78,scena/mp2000.dat,We were seconds away from an all-out brawl.,44
scena/mp2000.dat:0x4bfa4,scena/mp2000.dat,Everyone looked like they were out for blood.,46
scena/mp2000.dat:0x4bfe1,scena/mp2000.dat,gets everyone in town that riled up.,37
scena/mp2000.dat:0x4c006,scena/mp2000.dat,We're in for real trouble if this election business,52
scena/mp2000.dat:0x4c049,scena/mp2000.dat,"that antagonistic, we're in for serious trouble.",49
scena/mp2000.dat:0x4c07a,scena/mp2000.dat,If everyone in town were to become,35
scena/mp2000.dat:0x4c0ac,scena/mp2000.dat,put more effort into understanding each other.,47
scena/mp2000.dat:0x4c0db,scena/mp2000.dat,I think both sides really need to,34
scena/mp2000.dat:0x4c10c,scena/mp2000.dat,with the port lightly.,23
scena/mp2000.dat:0x4c123,scena/mp2000.dat,It's not like Norman is taking the issues,42
scena/mp2000.dat:0x4c15c,scena/mp2000.dat,him in the first place.,24
scena/mp2000.dat:0x4c174,scena/mp2000.dat,"If he were, I wouldn't be supporting",37
scena/mp2000.dat:0x4c1a8,scena/mp2000.dat,"I was a fisherman before, after all.",37
scena/mp2000.dat:0x4c1dc,scena/mp2000.dat,the port problems lightly.,27
scena/mp2000.dat:0x4c1f7,scena/mp2000.dat,It's not like Norman is taking,31
scena/mp2000.dat:0x4c225,scena/mp2000.dat,were aware of this.,20
scena/mp2000.dat:0x4c239,scena/mp2000.dat,I wish more of the townsfolk,29
scena/mp2000.dat:0x4c265,scena/mp2000.dat,to put my voice to good use!,29
scena/mp2000.dat:0x4c282,scena/mp2000.dat,"Okay, we're in the final stretch. Time",39
scena/mp2000.dat:0x4c2b8,scena/mp2000.dat,Vote for Norman for mayor!,27
scena/mp2000.dat:0x4c2e2,scena/mp2000.dat,Ruan's economy!,16
scena/mp2000.dat:0x4c2f2,scena/mp2000.dat,Norman will use tourism to revitalize,38
scena/mp2000.dat:0x4c33f,scena/mp2000.dat,Just what is that thing floating in the sky?,45
scena/mp2000.dat:0x4c37b,scena/mp2000.dat,"the mayor, we'd at least feel safe...",38
scena/mp2000.dat:0x4c3a1,scena/mp2000.dat,If we had some sort of statement from,38
scena/mp2000.dat:0x4c3d6,scena/mp2000.dat,"But so far, we haven't heard anything.",39
scena/mp2000.dat:0x4c40c,scena/mp2000.dat,floating in the sky?,21
scena/mp2000.dat:0x4c421,scena/mp2000.dat,What in the world is that thing that's,39
scena/mp2000.dat:0x4c457,scena/mp2000.dat,"the mayor, we'd at least feel safe...",38
scena/mp2000.dat:0x4c47d,scena/mp2000.dat,If we had some sort of statement from,38
scena/mp2000.dat:0x4c4b2,scena/mp2000.dat,floating in the sky?,21
scena/mp2000.dat:0x4c4c7,scena/mp2000.dat,What in the world is that thing that's,39
scena/mp2000.dat:0x4c4fd,scena/mp2000.dat,"It's not a new Erebonian weapon, right...?",43
scena/mp2000.dat:0x4c537,scena/mp2000.dat,"N-Nah, no way...",17
scena/mp2000.dat:0x4c557,scena/mp2000.dat,Even Erebonia couldn't make something like that.,49
scena/mp2000.dat:0x4c597,scena/mp2000.dat,floating in the sky?,21
scena/mp2000.dat:0x4c5ac,scena/mp2000.dat,What in the world is that thing that's,39
scena/mp2000.dat:0x4c5e2,scena/mp2000.dat,Erebonian weapon isn't that unlikely after all...,50
scena/mp2000.dat:0x4c614,scena/mp2000.dat,I guess the theory that it's a new,35
scena/mp2000.dat:0x4c646,scena/mp2000.dat,"Oh, hey there!",15
scena/mp2000.dat:0x4c664,scena/mp2000.dat,who came to check in on things here.,37
scena/mp2000.dat:0x4c689,scena/mp2000.dat,I'm working as a bodyguard for a merchant,42
scena/mp2000.dat:0x4c6c2,scena/mp2000.dat,protect someone in the town.,29
scena/mp2000.dat:0x4c6df,scena/mp2000.dat,I never thought I'd wind up having to,38
scena/mp2000.dat:0x4c714,scena/mp2000.dat,affiliated with Ruan!,22
scena/mp2000.dat:0x4c72a,scena/mp2000.dat,Makes me feel responsible as a bracer,38
scena/mp2000.dat:0x4c750,scena/mp2000.dat,Public safety is pretty bad right now.,39
scena/mp2000.dat:0x4c786,scena/mp2000.dat,"Oh, hey there!",15
scena/mp2000.dat:0x4c7a4,scena/mp2000.dat,reporting for duty!,20
scena/mp2000.dat:0x4c7b8,scena/mp2000.dat,"Junior bracer Melvin of the Ruan branch,",41
scena/mp2000.dat:0x4c7f0,scena/mp2000.dat,and checking things out!,25
scena/mp2000.dat:0x4c809,scena/mp2000.dat,"Right now, I'm just patrolling around",38
scena/mp2000.dat:0x4c83e,scena/mp2000.dat,"It's exhausting, but it's the perfect job for me!",50
scena/mp2000.dat:0x4c87f,scena/mp2000.dat,Right now I'm patrolling duty!,31
scena/mp2000.dat:0x4c8ad,scena/mp2000.dat,of stamina any time soon!,26
scena/mp2000.dat:0x4c8c7,scena/mp2000.dat,"It's exhausting, but I won't run out",37
scena/mp2000.dat:0x4c8fb,scena/mp2000.dat,"Heya, champs!",14
scena/mp2000.dat:0x4c918,scena/mp2000.dat,what happened at the academy.,30
scena/mp2000.dat:0x4c936,scena/mp2000.dat,I just briefed the mayor about,31
scena/mp2000.dat:0x4c964,scena/mp2000.dat,I head back to the guild.,26
scena/mp2000.dat:0x4c97e,scena/mp2000.dat,I'm taking a bit of a break here before,40
scena/mp2000.dat:0x4c9b5,scena/mp2000.dat,what happened at the academy.,30
scena/mp2000.dat:0x4c9d3,scena/mp2000.dat,I just briefed the mayor about,31
scena/mp2000.dat:0x4ca01,scena/mp2000.dat,I knew you guys would get that case solved. Nice!,50
scena/mp2000.dat:0x4ca42,scena/mp2000.dat,"quite a while, has it not?",27
scena/mp2000.dat:0x4ca5d,scena/mp2000.dat,"Well now, look who it is... It's been",38
scena/mp2000.dat:0x4ca92,scena/mp2000.dat,Yeah. How have you been doing?,31
scena/mp2000.dat:0x4cac4,scena/mp2000.dat,"we were trying to find Clem, aren't you?",41
scena/mp2000.dat:0x4caed,scena/mp2000.dat,You're the one who loaned us your boat when,44
scena/mp2000.dat:0x4cb2c,scena/mp2000.dat,Thanks again for that! You were a big help.,44
scena/mp2000.dat:0x4cb6b,scena/mp2000.dat,"Oh, come now. That was no big deal at all.",43
scena/mp2000.dat:0x4cba5,scena/mp2000.dat,and relax on the water?,24
scena/mp2000.dat:0x4cbbd,scena/mp2000.dat,Would you like to get on the boat again,40
scena/mp2000.dat:0x4cbf4,scena/mp2000.dat,"I wish! We've got work to do, though.",38
scena/mp2000.dat:0x4cc2d,scena/mp2000.dat,"I guess there's no rush with this job, though.",47
scena/mp2000.dat:0x4cc6f,scena/mp2000.dat,don't you relax for a while?,29
scena/mp2000.dat:0x4cc8c,scena/mp2000.dat,"Is that so? Well then, why",27
scena/mp2000.dat:0x4ccb6,scena/mp2000.dat,You can borrow my boat as long as you like.,44
scena/mp2000.dat:0x4cce2,scena/mp2000.dat,Not a lot of customers with the election and all.,50
scena/mp2000.dat:0x4cd23,scena/mp2000.dat,Thanks! We might do just that!,31
scena/mp2000.dat:0x4cd56,scena/mp2000.dat,have many customers.,21
scena/mp2000.dat:0x4cd6b,scena/mp2000.dat,"Since the election is going on, I don't",40
scena/mp2000.dat:0x4cda2,scena/mp2000.dat,I might as well go fishing.,28
scena/mp2000.dat:0x4cdbe,scena/mp2000.dat,I've got so much free time,27
scena/mp2000.dat:0x4cde8,scena/mp2000.dat,"and all, but I wish they'd stop it with the yelling.",53
scena/mp2000.dat:0x4ce1d,scena/mp2000.dat,I get that the election is important,37
scena/mp2000.dat:0x4ce51,scena/mp2000.dat,"just by reading the posters, after all.",40
scena/mp2000.dat:0x4ce79,scena/mp2000.dat,You can figure out the candidates' stances,43
scena/mp2000.dat:0x4ceb3,scena/mp2000.dat,You narrowly missed it.,24
scena/mp2000.dat:0x4cecb,scena/mp2000.dat,I just loaned out my boat.,27
scena/mp2000.dat:0x4cef5,scena/mp2000.dat,as a traveler. He looked very elegant.,39
scena/mp2000.dat:0x4cf1c,scena/mp2000.dat,One of the customers introduced himself,40
scena/mp2000.dat:0x4cf53,scena/mp2000.dat,while out on the boat.,23
scena/mp2000.dat:0x4cf6a,scena/mp2000.dat,He said he was going to compose poetry,39
scena/mp2000.dat:0x4cfa0,scena/mp2000.dat,to write a poem... Hmm...,26
scena/mp2000.dat:0x4cfba,scena/mp2000.dat,To set out on the water just,29
scena/mp2000.dat:0x4cfe6,scena/mp2000.dat,One of the customers struck me as very elegant.,48
scena/mp2000.dat:0x4d025,scena/mp2000.dat,"Oh, what in the...?",20
scena/mp2000.dat:0x4d048,scena/mp2000.dat,They're up to something over by the bridge.,44
scena/mp2000.dat:0x4d074,scena/mp2000.dat,Would you look at that!,24
scena/mp2000.dat:0x4d09b,scena/mp2000.dat,my boat to earlier!,20
scena/mp2000.dat:0x4d0af,scena/mp2000.dat,"Well now, you're the person I rented",37
scena/mp2000.dat:0x4d0e3,scena/mp2000.dat,for a good poem?,17
scena/mp2000.dat:0x4d0f4,scena/mp2000.dat,How was it? Did you find inspiration,37
scena/mp2000.dat:0x4d128,scena/mp2000.dat,"Indeed, I did! Thank you so much, kind sir.",44
scena/mp2000.dat:0x4d168,scena/mp2000.dat,You could say it's my life's work!,35
scena/mp2000.dat:0x4d1a4,scena/mp2000.dat,"Hohoho! Glad to hear it, my boy.",33
scena/mp2000.dat:0x4d1d4,scena/mp2000.dat,feel free to drop by.,22
scena/mp2000.dat:0x4d1ea,scena/mp2000.dat,"If you ever need my boat again,",32
scena/mp2000.dat:0x4d219,scena/mp2000.dat,a whole day if you wanted to.,30
scena/mp2000.dat:0x4d237,scena/mp2000.dat,"Right now, you could have it for",33
scena/mp2000.dat:0x4d267,scena/mp2000.dat,"out, I'll still be here doing my job.",38
scena/mp2000.dat:0x4d28d,scena/mp2000.dat,Regardless of how the election turns,37
scena/mp2000.dat:0x4d2c1,scena/mp2000.dat,and I don't see that changing.,31
scena/mp2000.dat:0x4d2e0,scena/mp2000.dat,"That's how things have always been,",36
scena/mp2000.dat:0x4d313,scena/mp2000.dat,"man who works down by the docks, isn't he?",43
scena/mp2000.dat:0x4d33e,scena/mp2000.dat,"Oh, yes, I know that name. He's the young",42
scena/mp2000.dat:0x4d377,scena/mp2000.dat,seems pretty invested in the upcoming election.,48
scena/mp2000.dat:0x4d3a7,scena/mp2000.dat,"As with so many other people around here, he",45
scena/mp2000.dat:0x4d3e3,scena/mp2000.dat,it just about drowned out the bell.,36
scena/mp2000.dat:0x4d407,scena/mp2000.dat,"That noise was so loud, why,",29
scena/mp2000.dat:0x4d433,scena/mp2000.dat,the commotion was all about. But...,36
scena/mp2000.dat:0x4d457,scena/mp2000.dat,"Initially, I was curious what",30
scena/mp2000.dat:0x4d48e,scena/mp2000.dat,thoughts to the side and grabbed a bite to eat at,50
scena/mp2000.dat:0x4d4c0,scena/mp2000.dat,"I have to admit, I was so hungry, I pushed those",49
scena/mp2000.dat:0x4d500,scena/mp2000.dat,"exactly, but I remember it came from up above.",47
scena/mp2000.dat:0x4d52f,scena/mp2000.dat,"I can't say I remember when that loud noise was,",49
scena/mp2000.dat:0x4d56f,scena/mp2000.dat,of some sort. I can tell you that much.,40
scena/mp2000.dat:0x4d597,scena/mp2000.dat,"It sounded like a big, hard collision",38
scena/mp2000.dat:0x4d5cc,scena/mp2000.dat,You want to know about the noise I heard?,42
scena/mp2000.dat:0x4d605,scena/mp2000.dat,was loud and it came from somewhere up above.,46
scena/mp2000.dat:0x4d633,scena/mp2000.dat,"Well, one thing I do remember is that it",41
scena/mp2000.dat:0x4d66b,scena/mp2000.dat,like up on the hotel balconies?,32
scena/mp2000.dat:0x4d68b,scena/mp2000.dat,"When you say 'above,' do you mean",34
scena/mp2000.dat:0x4d6c0,scena/mp2000.dat,"Yes, I think that's probably where it came from.",49
scena/mp2000.dat:0x4d700,scena/mp2000.dat,of some sort. I can tell you that much.,40
scena/mp2000.dat:0x4d728,scena/mp2000.dat,"It sounded like a big, hard collision",38
scena/mp2000.dat:0x4d75d,scena/mp2000.dat,tell you. I don't remember. Sorry.,35
scena/mp2000.dat:0x4d780,scena/mp2000.dat,"When it happened, though, I couldn't",37
scena/mp2000.dat:0x4d7b4,scena/mp2000.dat,That's a bit of a bummer...,28
scena/mp2000.dat:0x4d7e4,scena/mp2000.dat,"Anyway, thanks for sharing that with us.",41
scena/mp2000.dat:0x4d820,scena/mp2000.dat,You gave us some valuable clues to work with.,46
scena/mp2000.dat:0x4d862,scena/mp2000.dat,"I heard the bell go off, just like I always do.",48
scena/mp2000.dat:0x4d892,scena/mp2000.dat,I remember paying a visit to Lavantar after,44
scena/mp2000.dat:0x4d8cd,scena/mp2000.dat,the hotel basement. That much I know.,38
scena/mp2000.dat:0x4d8f3,scena/mp2000.dat,"At that point, there was nobody in",35
scena/mp2000.dat:0x4d925,scena/mp2000.dat,"When I got back, Norman's son was there.",41
scena/mp2000.dat:0x4d95d,scena/mp2000.dat,I went to Lavantar for lunch today.,36
scena/mp2000.dat:0x4d990,scena/mp2000.dat,"lunch once I hear the bell toll, you see.",42
scena/mp2000.dat:0x4d9ba,scena/mp2000.dat,It's a habit of mine to always grab,36
scena/mp2000.dat:0x4d9ed,scena/mp2000.dat,routine to have. I like it.,28
scena/mp2000.dat:0x4da09,scena/mp2000.dat,"Aw, that's a nice little",25
scena/mp2000.dat:0x4da35,scena/mp2000.dat,"the hotel as you were heading out, right?",42
scena/mp2000.dat:0x4da5f,scena/mp2000.dat,"Anyway, that would mean you passed through",43
scena/mp2000.dat:0x4da9d,scena/mp2000.dat,"Yes, of course.",16
scena/mp2000.dat:0x4dabc,scena/mp2000.dat,"to get to where I was going, now, could I?",43
scena/mp2000.dat:0x4dae7,scena/mp2000.dat,I couldn't exactly jump across the sea,39
scena/mp2000.dat:0x4db1d,scena/mp2000.dat,"Haha, yeah, I guess not.",25
scena/mp2000.dat:0x4db4a,scena/mp2000.dat,the hotel on your way out?,27
scena/mp2000.dat:0x4db65,scena/mp2000.dat,Did you see anyone inside,26
scena/mp2000.dat:0x4db92,scena/mp2000.dat,Ernest working the reception desk.,35
scena/mp2000.dat:0x4dbb5,scena/mp2000.dat,"Obviously, there was good old",30
scena/mp2000.dat:0x4dbe2,scena/mp2000.dat,were as quiet as could be.,27
scena/mp2000.dat:0x4dbfd,scena/mp2000.dat,"But other than him, things",27
scena/mp2000.dat:0x4dc27,scena/mp2000.dat,Meaning...you didn't run into anyone else?,43
scena/mp2000.dat:0x4dc65,scena/mp2000.dat,and first floor were completely quiet.,39
scena/mp2000.dat:0x4dc8c,scena/mp2000.dat,"Right. When I left, both the basement",38
scena/mp2000.dat:0x4dcc1,scena/mp2000.dat,"When I got back, Norman's son was there.",41
scena/mp2000.dat:0x4dcf9,scena/mp2000.dat,"Oh, I get it. You're talking about Belden, huh?",48
scena/mp2000.dat:0x4dd29,scena/mp2000.dat,"Wait, who do you mean by Norman's son...?",42
scena/mp2000.dat:0x4dd66,scena/mp2000.dat,Thanks for talking to us.,26
scena/mp2000.dat:0x4dd80,scena/mp2000.dat,"Okay, now it all makes sense.",30
